,Title,Pub_name,DOI,Cover_Date,URL,Link,Main_URL
2058,Porous Mn-doped ZnO nanoparticles for enhanced solar and visible light photocatalysis,Materials & Design,10.1016/j.matdes.2016.04.015,2016-07-05,https://api.elsevier.com/content/article/pii/S0264127516304750,https://api.elsevier.com/content/article/doi/10.1016/j.matdes.2016.04.015?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0264127516304750
2059,Detailed Mechanistic Insights into Photocatalytic Dye Degradation via Electronic and Agricultural Waste Derived Catalysts,Chemical Engineering and Processing - Process Intensification,10.1016/j.cep.2024.110046,2024-10-30,https://api.elsevier.com/content/article/pii/S0255270124003842,https://api.elsevier.com/content/article/doi/10.1016/j.cep.2024.110046?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0255270124003842
2060,Sm<ce:sup loc=post>3+</ce:sup>-BiFeO<ce:inf loc=post>3</ce:inf> nano catalyst: A synergetic effect of Sm<ce:sup loc=post>3+</ce:sup> on enhanced multiferroic properties and photocatalysis,Journal of Alloys and Compounds,10.1016/j.jallcom.2021.161896,2022-01-25,https://api.elsevier.com/content/article/pii/S0925838821033053,https://api.elsevier.com/content/article/doi/10.1016/j.jallcom.2021.161896?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0925838821033053
2061,Photocatalytic NO removal based on TiO<ce:inf loc=post>2</ce:inf> photonic crystals through slow photon effect,Materials Letters,10.1016/j.matlet.2023.134537,2023-09-01,https://api.elsevier.com/content/article/pii/S0167577X2300722X,https://api.elsevier.com/content/article/doi/10.1016/j.matlet.2023.134537?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0167577X2300722X
2062,Sensitization of TiO<ce:inf loc=post>2</ce:inf> by halogenated porphyrin derivatives for visible light biomedical and environmental photocatalysis,Catalysis Today,10.1016/j.cattod.2019.02.070,2019-09-01,https://api.elsevier.com/content/article/pii/S0920586118316171,https://api.elsevier.com/content/article/doi/10.1016/j.cattod.2019.02.070?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0920586118316171
2063,A novel rapid microwave crystallization of photocatalysts for practical utility in the removal of phenol derivatives,Ceramics International,10.1016/j.ceramint.2022.11.069,2023-03-15,https://api.elsevier.com/content/article/pii/S0272884222040500,https://api.elsevier.com/content/article/doi/10.1016/j.ceramint.2022.11.069?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0272884222040500
2064,Chapter 15: Zinc acetate amine complexes: Single-source precursors to zinc oxide films and nanoparticles; the influence of amines on photocatalysis,Nanomaterials via Single-Source Precursors,10.1016/B978-0-12-820340-8.00003-4,2022-12-31,https://api.elsevier.com/content/article/pii/B9780128203408000034,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-820340-8.00003-4?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B9780128203408000034
2065,Chapter 3: Nanostructured Titanium Oxide Film- and Membrane-Based Photocatalysis for Water Treatment,Nanotechnology Applications for Clean Water,10.1016/B978-0-8155-1578-4.50012-3,2009-12-31,https://api.elsevier.com/content/article/pii/B9780815515784500123,https://api.elsevier.com/content/article/doi/10.1016/B978-0-8155-1578-4.50012-3?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B9780815515784500123
2066,Eco-friendly synthesis of biochar supported with zinc oxide as a heterogeneous catalyst for photocatalytic decontamination of Rhodamine B under sunlight illumination,Journal of Photochemistry and Photobiology A: Chemistry,10.1016/j.jphotochem.2023.115413,2024-04-01,https://api.elsevier.com/content/article/pii/S101060302300878X,https://api.elsevier.com/content/article/doi/10.1016/j.jphotochem.2023.115413?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S101060302300878X
2067,Preparation of multifunctional cationized cotton fabric based on TiO<ce:inf loc=post>2</ce:inf> nanomaterials,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2013.06.022,2013-10-31,https://api.elsevier.com/content/article/pii/S0141813013003504,https://api.elsevier.com/content/article/doi/10.1016/j.ijbiomac.2013.06.022?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0141813013003504
2068,A review on recent developments in structural modification of TiO<ce:inf loc=post>2</ce:inf> for food packaging applications,Progress in Solid State Chemistry,10.1016/j.progsolidstchem.2022.100369,2022-09-30,https://api.elsevier.com/content/article/pii/S0079678622000231,https://api.elsevier.com/content/article/doi/10.1016/j.progsolidstchem.2022.100369?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0079678622000231
2069,Influence of different types of nanomaterials on their bioaccumulation in a paddy microcosm: A comparison of TiO<ce:inf loc=post>2</ce:inf> nanoparticles and nanotubes,Environmental Pollution,10.1016/j.envpol.2013.03.040,2013-07-31,https://api.elsevier.com/content/article/pii/S0269749113001735,https://api.elsevier.com/content/article/doi/10.1016/j.envpol.2013.03.040?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0269749113001735
2070,"Titanium dioxide nanomaterial doped with trivalent lanthanide ions of Tb, Eu and Sm: Preparation, characterization and potential applications",Inorganica Chimica Acta,10.1016/j.ica.2006.12.052,2007-06-10,https://api.elsevier.com/content/article/pii/S0020169307000242,https://api.elsevier.com/content/article/doi/10.1016/j.ica.2006.12.052?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0020169307000242
2071,Efficient one-pot synthesis of peapod-like hollow carbon nanomaterials for utrahigh drug loading capacity,Journal of Colloid and Interface Science,10.1016/j.jcis.2014.08.036,2015-01-01,https://api.elsevier.com/content/article/pii/S0021979714005931,https://api.elsevier.com/content/article/doi/10.1016/j.jcis.2014.08.036?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0021979714005931
2072,Chapter 53: Advanced Engineered Nanomaterials for the Treatment of Wastewater,Handbook of Nanomaterials for Industrial Applications,10.1016/B978-0-12-813351-4.00055-9,2018-12-31,https://api.elsevier.com/content/article/pii/B9780128133514000559,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-813351-4.00055-9?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B9780128133514000559
2073,Chapter 3: Magnetic Nanomaterials for Magnetic Bioanalysis,"Novel Nanomaterials for Biomedical, Environmental and Energy Applications",10.1016/B978-0-12-814497-8.00003-5,2019-12-31,https://api.elsevier.com/content/article/pii/B9780128144978000035,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-814497-8.00003-5?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B9780128144978000035
2074,"Perovskite-type lanthanum ferrite based photocatalysts: Preparation, properties, and applications",Journal of Energy Chemistry,10.1016/j.jechem.2021.08.023,2022-03-31,https://api.elsevier.com/content/article/pii/S2095495621004460,https://api.elsevier.com/content/article/doi/10.1016/j.jechem.2021.08.023?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2095495621004460
2075,Efficient formation of ZIF-8 promoted by DBU for the preparation of ZnO and Ce/ZnO nanomaterials,Journal of Molecular Liquids,10.1016/j.molliq.2022.119858,2022-10-01,https://api.elsevier.com/content/article/pii/S0167732222013964,https://api.elsevier.com/content/article/doi/10.1016/j.molliq.2022.119858?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0167732222013964
2076,Visible light stimulated binary nanostructure and defect enriched TiO<ce:inf loc=post>2</ce:inf>-SnO<ce:inf loc=post>2</ce:inf> for photocatalysis and antibacterial activity,Materials Letters,10.1016/j.matlet.2022.131998,2022-06-01,https://api.elsevier.com/content/article/pii/S0167577X22003512,https://api.elsevier.com/content/article/doi/10.1016/j.matlet.2022.131998?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0167577X22003512
2077,Chapter 11: Nanomaterials for treatment of air pollutants,Handbook of Nanomaterials for Wastewater Treatment,10.1016/B978-0-12-821496-1.00023-4,2021-12-31,https://api.elsevier.com/content/article/pii/B9780128214961000234,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-821496-1.00023-4?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B9780128214961000234
2078,The first experimental demonstration of beneficial effects of sub-nanometer platinum particles for photocatalysis,Chemical Engineering Journal,10.1016/j.cej.2012.11.110,2013-02-01,https://api.elsevier.com/content/article/pii/S138589471201604X,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2012.11.110?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S138589471201604X
2079,Eco-friendly phytofabrication of <ce:italic>Ficus Benjamina</ce:italic> L. based ZnO-doped g-C<ce:inf loc=post>3</ce:inf>N<ce:inf loc=post>4</ce:inf> nanocomposites for remarkable photocatalysis and antibacterial applications,Chemosphere,10.1016/j.chemosphere.2023.139707,2023-10-31,https://api.elsevier.com/content/article/pii/S0045653523019744,https://api.elsevier.com/content/article/doi/10.1016/j.chemosphere.2023.139707?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0045653523019744
2080,Review on nanomaterials: Synthesis and applications,Materials Today: Proceedings,10.1016/j.matpr.2019.07.371,2019-12-31,https://api.elsevier.com/content/article/pii/S2214785319325507,https://api.elsevier.com/content/article/doi/10.1016/j.matpr.2019.07.371?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2214785319325507
2081,1: Overview of tailoring cementitious composites with various nanomaterials,Recent Advances in Nano-Tailored Multi-Functional Cementitious Composites,10.1016/B978-0-323-85229-6.00012-3,2022-12-31,https://api.elsevier.com/content/article/pii/B9780323852296000123,https://api.elsevier.com/content/article/doi/10.1016/B978-0-323-85229-6.00012-3?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B9780323852296000123
2082,MXenes-based nanomaterials for biosensing and biomedicine,Coordination Chemistry Reviews,10.1016/j.ccr.2022.215002,2023-03-15,https://api.elsevier.com/content/article/pii/S0010854522005975,https://api.elsevier.com/content/article/doi/10.1016/j.ccr.2022.215002?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0010854522005975
2083,Tungsten oxide nanowire-reduced graphene oxide aerogel for high-efficiency visible light photocatalysis,Carbon,10.1016/j.carbon.2014.06.034,2014-11-30,https://api.elsevier.com/content/article/pii/S0008622314005806,https://api.elsevier.com/content/article/doi/10.1016/j.carbon.2014.06.034?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0008622314005806
2084,"N, Cu co-doped TiO<ce:inf loc=post>2</ce:inf>@functionalized SWCNT photocatalyst coupled with ultrasound and visible-light: An effective sono-photocatalysis process for pharmaceutical wastewaters treatment",Chemical Engineering Journal,10.1016/j.cej.2019.123685,2020-07-15,https://api.elsevier.com/content/article/pii/S1385894719331006,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2019.123685?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1385894719331006
2085,"GO, SiO<ce:inf loc=post>2</ce:inf>, and SnO<ce:inf loc=post>2</ce:inf> nanomaterials as highly efficient adsorbents for Zn<ce:sup loc=post>2+</ce:sup> from industrial wastewater—A second stage treatment to electrically enhanced membrane bioreactor",Journal of Water Process Engineering,10.1016/j.jwpe.2019.100815,2019-10-31,https://api.elsevier.com/content/article/pii/S2214714418308614,https://api.elsevier.com/content/article/doi/10.1016/j.jwpe.2019.100815?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2214714418308614
2086,Chapter 2: Groundwater treatments using nanomaterials,Nanotechnology in the Beverage Industry,10.1016/B978-0-12-819941-1.00002-X,2020-12-31,https://api.elsevier.com/content/article/pii/B978012819941100002X,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-819941-1.00002-X?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B978012819941100002X
2087,"Photodegradation of 5-flurouracil, carvedilol, <ce:italic>para</ce:italic>-chlorophenol and methimazole with 3D MnWO<ce:inf loc=post>4</ce:inf> nanoflower modified Ag<ce:inf loc=post>2</ce:inf>WO<ce:inf loc=post>4</ce:inf> nanorods: A non-genotoxic nanomaterial for water treatment",Chemosphere,10.1016/j.chemosphere.2022.134130,2022-06-30,https://api.elsevier.com/content/article/pii/S0045653522006233,https://api.elsevier.com/content/article/doi/10.1016/j.chemosphere.2022.134130?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0045653522006233
2088,Chapter 8: Photocatalytic nanomaterials for degradation of organic pollutants and heavy metals,Nanotechnology and Photocatalysis for Environmental Applications,10.1016/B978-0-12-821192-2.00008-5,2020-12-31,https://api.elsevier.com/content/article/pii/B9780128211922000085,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-821192-2.00008-5?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B9780128211922000085
2089,"Zn–F co-doped TiO<ce:inf loc=post>2</ce:inf> nanomaterials: Synthesis, structure and photocatalytic activity",Journal of Alloys and Compounds,10.1016/j.jallcom.2020.153662,2020-05-05,https://api.elsevier.com/content/article/pii/S0925838820300256,https://api.elsevier.com/content/article/doi/10.1016/j.jallcom.2020.153662?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0925838820300256
2090,4: Synthesis and characteristics of carbon-doped nanomaterials for dye removal,Handbook of Advanced Approaches Towards Pollution Prevention and Control,10.1016/B978-0-12-822121-1.00004-7,2021-12-31,https://api.elsevier.com/content/article/pii/B9780128221211000047,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-822121-1.00004-7?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B9780128221211000047
2091,Engineering of 2D MXene-derived nanocomposites for environment-related interdisciplinary applications,Journal of Materials Science & Technology,10.1016/j.jmst.2024.09.044,2024-10-24,https://api.elsevier.com/content/article/pii/S1005030224009897,https://api.elsevier.com/content/article/doi/10.1016/j.jmst.2024.09.044?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1005030224009897
2092,"Recent advances in visible light driven inactivation of bloom forming blue-green algae using novel nano-composites: Mechanism, efficiency and fabrication approaches",Environmental Research,10.1016/j.envres.2024.118251,2024-05-01,https://api.elsevier.com/content/article/pii/S0013935124001555,https://api.elsevier.com/content/article/doi/10.1016/j.envres.2024.118251?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0013935124001555
2093,Synthesis of 1D magnetic Fe<ce:inf loc=post>3</ce:inf>O<ce:inf loc=post>4</ce:inf>@SiO<ce:inf loc=post>2</ce:inf>/TiO<ce:inf loc=post>2</ce:inf> nanostir bar photocatalyst for the degradation of MB under UV light,Materials Letters,10.1016/j.matlet.2024.136344,2024-06-01,https://api.elsevier.com/content/article/pii/S0167577X24004828,https://api.elsevier.com/content/article/doi/10.1016/j.matlet.2024.136344?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0167577X24004828
2094,Ultrasound assisted synthesis of morphology tunable rGO:ZnO hybrid nanostructures and their optical and UV-A light driven photocatalysis,Journal of Luminescence,10.1016/j.jlumin.2017.02.013,2017-06-30,https://api.elsevier.com/content/article/pii/S002223131631523X,https://api.elsevier.com/content/article/doi/10.1016/j.jlumin.2017.02.013?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S002223131631523X
2095,Semiconductor-Based Photocatalytic Nanomaterials for Environmental Applications,Encyclopedia of Renewable and Sustainable Materials,10.1016/B978-0-12-803581-8.11560-7,2020-12-31,https://api.elsevier.com/content/article/pii/B9780128035818115607,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-803581-8.11560-7?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B9780128035818115607
2096,Fabrication of PVA/Ag-TiO<ce:inf loc=post>2</ce:inf> nanofiber mats for visible-light-active photocatalysis,Results in Physics,10.1016/j.rinp.2021.104205,2021-06-30,https://api.elsevier.com/content/article/pii/S221137972100351X,https://api.elsevier.com/content/article/doi/10.1016/j.rinp.2021.104205?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S221137972100351X
2097,Recent advances in wide spectral responsive and photothermal heterojunctions for photocatalytic pharmaceutical pollutant degradation and energy conversion,Materials Today Communications,10.1016/j.mtcomm.2023.106333,2023-06-30,https://api.elsevier.com/content/article/pii/S2352492823010243,https://api.elsevier.com/content/article/doi/10.1016/j.mtcomm.2023.106333?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2352492823010243
2098,Degradation of methylene blue using Methyltrimethoxysilane doped ZnO nanoparticles and inactivation of gram (+ve) and (-ve) bacteria,Results in Chemistry,10.1016/j.rechem.2023.100998,2023-12-31,https://api.elsevier.com/content/article/pii/S2211715623002370,https://api.elsevier.com/content/article/doi/10.1016/j.rechem.2023.100998?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2211715623002370
2099,Chapter 7: Laser-driven nanomaterials and laser-enabled nanofabrication for industrial applications,Industrial Applications of Nanomaterials,10.1016/B978-0-12-815749-7.00007-4,2019-12-31,https://api.elsevier.com/content/article/pii/B9780128157497000074,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-815749-7.00007-4?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B9780128157497000074
2100,Amino acid-induced synthesis of chiral AgAuPt nanoparticles with branched structure for circularly polarized enantioselective photoelectrocatalytic water splitting,Journal of Colloid and Interface Science,10.1016/j.jcis.2024.07.001,2024-12-31,https://api.elsevier.com/content/article/pii/S0021979724015054,https://api.elsevier.com/content/article/doi/10.1016/j.jcis.2024.07.001?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0021979724015054
2101,Recent advances in piezo-photocatalytic heterojunctions for energy and environmental applications,Materials Today Sustainability,10.1016/j.mtsust.2024.100973,2024-12-31,https://api.elsevier.com/content/article/pii/S2589234724003099,https://api.elsevier.com/content/article/doi/10.1016/j.mtsust.2024.100973?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2589234724003099
2102,Chapter 11: Remediation of pesticide residues from contaminated water using various nanomaterials and nanocomposites,Pesticides Remediation Technologies from Water and Wastewater,10.1016/B978-0-323-90893-1.00011-8,2022-12-31,https://api.elsevier.com/content/article/pii/B9780323908931000118,https://api.elsevier.com/content/article/doi/10.1016/B978-0-323-90893-1.00011-8?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B9780323908931000118
2103,Chapter 5: Advanced Nanomaterials for Water Splitting and Hydrogen Generation,Nanomaterials for Green Energy,10.1016/B978-0-12-813731-4.00005-9,2018-12-31,https://api.elsevier.com/content/article/pii/B9780128137314000059,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-813731-4.00005-9?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B9780128137314000059
2104,Microwave assisted swift synthesis of ZnWO<ce:inf loc=post>4</ce:inf> nanomaterials: material for enhanced photo-catalytic activity,Journal of Photochemistry and Photobiology A: Chemistry,10.1016/j.jphotochem.2017.05.004,2017-09-01,https://api.elsevier.com/content/article/pii/S1010603017302022,https://api.elsevier.com/content/article/doi/10.1016/j.jphotochem.2017.05.004?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1010603017302022
2105,In-situ photocatalytic degradation of low-density polyethylene: A pathway towards eco-sustainability and circular economy,Sustainable Chemistry and Pharmacy,10.1016/j.scp.2023.101320,2023-12-31,https://api.elsevier.com/content/article/pii/S2352554123003546,https://api.elsevier.com/content/article/doi/10.1016/j.scp.2023.101320?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2352554123003546
2106,Solar light driven cerium molybdate nanocatalyst for effective photodecomposition of fuchsin basic dye,Materials Today: Proceedings,10.1016/j.matpr.2020.12.1079,2021-12-31,https://api.elsevier.com/content/article/pii/S2214785320407977,https://api.elsevier.com/content/article/doi/10.1016/j.matpr.2020.12.1079?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2214785320407977
2107,Facile and green synthesis of novel porous g-C<ce:inf loc=post>3</ce:inf>N<ce:inf loc=post>4</ce:inf>/Ag<ce:inf loc=post>3</ce:inf>PO<ce:inf loc=post>4</ce:inf> composite with enhanced visible light photocatalysis,Ceramics International,10.1016/j.ceramint.2016.10.125,2017-01-31,https://api.elsevier.com/content/article/pii/S0272884216318909,https://api.elsevier.com/content/article/doi/10.1016/j.ceramint.2016.10.125?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0272884216318909
2108,Special issue on nanomaterials for energy and environmental applications,Journal of Saudi Chemical Society,10.1016/j.jscs.2014.06.003,2014-09-30,https://api.elsevier.com/content/article/pii/S1319610314000878,https://api.elsevier.com/content/article/doi/10.1016/j.jscs.2014.06.003?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1319610314000878
2109,"Microwave-assisted one-step biosynthesis of titanium dioxide nanoparticles: Antibacterial, antioxidant, and photocatalytic properties",Kuwait Journal of Science,10.1016/j.kjs.2024.100203,2024-04-30,https://api.elsevier.com/content/article/pii/S2307410824000282,https://api.elsevier.com/content/article/doi/10.1016/j.kjs.2024.100203?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2307410824000282
2110,Synergistic effect between carbon nanomaterials and ZnO for photocatalytic water decontamination,Journal of Catalysis,10.1016/j.jcat.2015.08.011,2015-11-30,https://api.elsevier.com/content/article/pii/S0021951715002730,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2015.08.011?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0021951715002730
2111,A review on MXene-based nanomaterials as adsorbents in aqueous solution,Chemosphere,10.1016/j.chemosphere.2020.127781,2020-12-31,https://api.elsevier.com/content/article/pii/S0045653520319767,https://api.elsevier.com/content/article/doi/10.1016/j.chemosphere.2020.127781?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0045653520319767
2112,Electron spin resonance spectroscopy for the study of nanomaterial-mediated generation of reactive oxygen species,Journal of Food and Drug Analysis,10.1016/j.jfda.2014.01.004,2014-03-31,https://api.elsevier.com/content/article/pii/S1021949814000052,https://api.elsevier.com/content/article/doi/10.1016/j.jfda.2014.01.004?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1021949814000052
2113,Green synthesis of β-cyclodextrin conjugated Fe<ce:inf loc=post>3</ce:inf>O<ce:inf loc=post>4</ce:inf>/NiO nanocomposites and its synergistic effect of adsorption and photocatalytic degradation for Congo red removal,Desalination and Water Treatment,10.1016/j.dwt.2024.100136,2024-01-31,https://api.elsevier.com/content/article/pii/S1944398624001577,https://api.elsevier.com/content/article/doi/10.1016/j.dwt.2024.100136?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1944398624001577
